Name,Household Income,Per Capita Income,Population,Median Age,Median Rent,Average Year Home Built,Median Home Value,Median Mortgage Cost,state,Zipcode
ZCTA5 00694,14375.0,7647.0,88.0,73.1,-666666666.0,1993.0,,-666666666.0,72,00694
ZCTA5 00698,14487.0,8139.0,37493.0,42.0,273.0,1980.0,,759.0,72,00698
ZCTA5 00703,16532.0,10235.0,27137.0,40.2,358.0,1979.0,714544200.0,826.0,72,00703
ZCTA5 00704,13960.0,7585.0,7842.0,36.0,264.0,1988.0,216237400.0,595.0,72,00704
ZCTA5 00705,18207.0,10172.0,23831.0,40.6,309.0,1982.0,1178029000.0,780.0,72,00705
ZCTA5 00707,17489.0,8761.0,11240.0,43.5,330.0,1980.0,298754500.0,700.0,72,00707
ZCTA5 00714,15820.0,7685.0,18363.0,38.8,325.0,1981.0,664136500.0,624.0,72,00714
ZCTA5 00715,12440.0,7579.0,3645.0,41.3,225.0,1979.0,,806.0,72,00715
ZCTA5 00716,18514.0,13034.0,29191.0,42.2,294.0,1975.0,1032744500.0,853.0,72,00716
ZCTA5 00717,11269.0,9711.0,17285.0,36.9,185.0,1967.0,422916100.0,830.0,72,00717
ZCTA5 00718,18998.0,10107.0,26073.0,36.9,343.0,1982.0,,727.0,72,00718
ZCTA5 00719,18401.0,9006.0,29684.0,39.0,402.0,1981.0,714713100.0,725.0,72,00719
ZCTA5 00720,14533.0,7326.0,21753.0,37.5,272.0,1983.0,472059700.0,755.0,72,00720
ZCTA5 00723,14554.0,8723.0,17826.0,43.3,221.0,1986.0,459595700.0,692.0,72,00723
ZCTA5 00725,20374.0,12575.0,82822.0,40.4,389.0,1977.0,3627459600.0,899.0,72,00725
ZCTA5 00727,30797.0,15666.0,56023.0,38.8,520.0,1984.0,2720573200.0,972.0,72,00727
ZCTA5 00728,18097.0,9181.0,40326.0,37.7,336.0,1979.0,1030175300.0,757.0,72,00728
ZCTA5 00729,20508.0,11066.0,52244.0,38.9,431.0,1985.0,2035316000.0,864.0,72,00729
ZCTA5 00730,15367.0,10834.0,32735.0,41.3,253.0,1973.0,1329375900.0,772.0,72,00730
ZCTA5 00731,16389.0,9432.0,13862.0,39.8,337.0,1985.0,,768.0,72,00731
ZCTA5 00735,18947.0,11580.0,12749.0,40.7,362.0,1980.0,373995600.0,716.0,72,00735
ZCTA5 00736,20166.0,12391.0,48476.0,41.3,366.0,1982.0,1698062500.0,865.0,72,00736
ZCTA5 00738,19284.0,11081.0,31558.0,40.7,375.0,1978.0,,792.0,72,00738
ZCTA5 00739,20619.0,11107.0,37380.0,38.5,400.0,1982.0,1077024700.0,873.0,72,00739
ZCTA5 00740,12934.0,7125.0,1517.0,36.5,350.0,1973.0,,668.0,72,00740
ZCTA5 00741,22766.0,9385.0,5168.0,41.0,381.0,1976.0,196388000.0,683.0,72,00741
ZCTA5 00745,22909.0,10927.0,52624.0,40.1,392.0,1985.0,1506462100.0,865.0,72,00745
ZCTA5 00751,16188.0,8951.0,22174.0,39.5,279.0,1984.0,1788026300.0,735.0,72,00751
ZCTA5 00754,18594.0,10482.0,38636.0,40.1,368.0,1980.0,1202831800.0,881.0,72,00754
ZCTA5 00757,16816.0,10478.0,22475.0,37.2,311.0,1984.0,628740800.0,778.0,72,00757
ZCTA5 00765,16149.0,11211.0,8721.0,41.3,491.0,1979.0,,1372.0,72,00765
ZCTA5 00766,19595.0,10406.0,23931.0,37.8,300.0,1983.0,,768.0,72,00766
ZCTA5 00767,15573.0,8668.0,35042.0,41.6,322.0,1983.0,802507400.0,678.0,72,00767
ZCTA5 00769,19215.0,10328.0,39605.0,39.4,350.0,1985.0,,705.0,72,00769
ZCTA5 00771,20332.0,10254.0,37705.0,38.0,392.0,1988.0,,871.0,72,00771
ZCTA5 00772,15032.0,7516.0,20784.0,37.2,271.0,1987.0,,752.0,72,00772
ZCTA5 00773,19377.0,10434.0,18952.0,39.8,370.0,1978.0,593735300.0,785.0,72,00773
ZCTA5 00775,23092.0,11291.0,1480.0,39.1,451.0,1993.0,,1141.0,72,00775
ZCTA5 00777,18684.0,9220.0,40611.0,37.7,328.0,1986.0,1070622500.0,798.0,72,00777
ZCTA5 00778,32708.0,16622.0,46852.0,38.3,500.0,1990.0,,1108.0,72,00778
ZCTA5 00780,21834.0,14409.0,11679.0,38.0,-666666666.0,1991.0,462322000.0,945.0,72,00780
ZCTA5 00782,13073.0,6996.0,18196.0,37.7,301.0,1978.0,,727.0,72,00782
ZCTA5 00783,14476.0,7823.0,34240.0,37.9,354.0,1981.0,1145720200.0,686.0,72,00783
ZCTA5 00784,15653.0,9317.0,41417.0,37.6,273.0,1979.0,1299240500.0,728.0,72,00784
ZCTA5 00786,-666666666.0,13990.0,249.0,65.8,-666666666.0,1979.0,,-666666666.0,72,00786
ZCTA5 00791,18595.0,11926.0,49551.0,41.3,343.0,1983.0,,811.0,72,00791
ZCTA5 00794,15667.0,7702.0,29296.0,35.4,303.0,1982.0,,762.0,72,00794
ZCTA5 00795,20430.0,10164.0,45573.0,37.8,346.0,1984.0,1176512100.0,757.0,72,00795
ZCTA5 00901,16929.0,27466.0,6540.0,41.3,434.0,1942.0,,1761.0,72,00901
ZCTA5 00906,101346.0,70076.0,91.0,41.2,-666666666.0,2006.0,,2472.0,72,00906
ZCTA5 00907,32601.0,38603.0,16819.0,48.6,610.0,1967.0,1733175600.0,1476.0,72,00907
ZCTA5 00909,17959.0,15141.0,5430.0,38.7,374.0,1967.0,168581800.0,1063.0,72,00909
ZCTA5 00911,30978.0,28595.0,7617.0,47.8,602.0,1967.0,710415200.0,1397.0,72,00911
ZCTA5 00912,21744.0,15777.0,5920.0,42.4,448.0,1963.0,215651400.0,888.0,72,00912
ZCTA5 00913,5902.0,7158.0,8495.0,26.2,113.0,1951.0,,1938.0,72,00913
ZCTA5 00915,14048.0,9136.0,27534.0,38.9,326.0,1960.0,607659400.0,784.0,72,00915
ZCTA5 00917,15508.0,13829.0,18316.0,45.9,351.0,1965.0,499387200.0,943.0,72,00917
ZCTA5 00918,23333.0,20852.0,16595.0,42.3,248.0,1969.0,,1207.0,72,00918
ZCTA5 00920,25433.0,14906.0,16698.0,45.0,521.0,1957.0,,1060.0,72,00920
ZCTA5 00921,18690.0,12707.0,35161.0,38.7,438.0,1962.0,1216541100.0,970.0,72,00921
ZCTA5 00923,14041.0,10907.0,24754.0,39.3,311.0,1964.0,1260212500.0,916.0,72,00923
ZCTA5 00924,19303.0,12558.0,51699.0,38.2,307.0,1969.0,1736817200.0,916.0,72,00924
ZCTA5 00925,9903.0,10804.0,6796.0,34.6,406.0,1962.0,,871.0,72,00925
ZCTA5 00926,33624.0,22687.0,99106.0,43.0,498.0,1975.0,,1275.0,72,00926
ZCTA5 00927,32932.0,25107.0,13503.0,45.9,386.0,1968.0,,1494.0,72,00927
ZCTA5 00936,-666666666.0,8875.0,749.0,72.1,-666666666.0,-666666666.0,-666666666.0,-666666666.0,72,00936
ZCTA5 00949,26032.0,12924.0,76058.0,39.0,488.0,1978.0,2720134200.0,938.0,72,00949
ZCTA5 00950,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,72,00950
ZCTA5 00951,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,72,00951
ZCTA5 00952,15434.0,8998.0,8467.0,42.3,477.0,1975.0,303904800.0,831.0,72,00952
ZCTA5 00953,29837.0,14360.0,72608.0,37.1,488.0,1989.0,2756424200.0,1131.0,72,00953
ZCTA5 00956,23322.0,12226.0,68452.0,40.4,470.0,1974.0,2783561300.0,917.0,72,00956
ZCTA5 00957,24438.0,13000.0,40738.0,40.2,416.0,1973.0,1783743300.0,923.0,72,00957
ZCTA5 00959,29737.0,15979.0,47849.0,40.2,478.0,1972.0,,1002.0,72,00959
ZCTA5 00960,-666666666.0,3972.0,2454.0,33.2,-666666666.0,-666666666.0,-666666666.0,-666666666.0,72,00960
ZCTA5 00961,28455.0,16714.0,31017.0,42.3,424.0,1975.0,1247357000.0,1025.0,72,00961
ZCTA5 00962,16135.0,9871.0,19864.0,37.1,237.0,1970.0,,836.0,72,00962
ZCTA5 00965,15369.0,11228.0,7659.0,41.7,338.0,1971.0,,733.0,72,00965
ZCTA5 00966,51318.0,36677.0,16169.0,45.3,630.0,1976.0,1468103000.0,1788.0,72,00966
ZCTA5 00968,45811.0,43889.0,3368.0,58.1,784.0,1977.0,,1571.0,72,00968
ZCTA5 00969,51604.0,27897.0,43216.0,40.4,657.0,1981.0,,1628.0,72,00969
ZCTA5 00971,20604.0,14718.0,27449.0,43.6,445.0,1983.0,1227243000.0,1118.0,72,00971
ZCTA5 00976,30801.0,16208.0,60134.0,39.4,410.0,1981.0,2745472900.0,1086.0,72,00976
ZCTA5 00979,34284.0,29494.0,15203.0,48.4,658.0,1973.0,,1211.0,72,00979
ZCTA5 00982,25935.0,14037.0,14514.0,44.3,518.0,1965.0,836117800.0,919.0,72,00982
ZCTA5 00983,27149.0,13585.0,36687.0,41.1,503.0,1969.0,,971.0,72,00983
ZCTA5 00985,24834.0,13531.0,32750.0,41.5,429.0,1974.0,,956.0,72,00985
ZCTA5 00987,32967.0,16557.0,58583.0,38.7,553.0,1987.0,2797933100.0,1090.0,72,00987
ZCTA5 01001,57694.0,33135.0,17537.0,45.8,881.0,1968.0,,1516.0,25,01001
ZCTA5 01002,52379.0,27657.0,30280.0,23.6,1170.0,1971.0,1706108700.0,2222.0,25,01002
ZCTA5 01003,2499.0,4370.0,11131.0,19.9,-666666666.0,1975.0,,-666666666.0,25,01003
ZCTA5 01005,70325.0,35334.0,5014.0,45.4,777.0,1961.0,352610700.0,1612.0,25,01005
ZCTA5 01007,86165.0,39308.0,14906.0,43.8,831.0,1983.0,1212613100.0,1746.0,25,01007
ZCTA5 01008,62750.0,33933.0,1272.0,49.9,-666666666.0,1964.0,,1548.0,25,01008
ZCTA5 01009,59440.0,26043.0,384.0,66.2,-666666666.0,1939.0,,1826.0,25,01009
ZCTA5 01010,86523.0,39077.0,3724.0,48.1,730.0,1976.0,346798600.0,1661.0,25,01010
ZCTA5 01011,75263.0,30903.0,1507.0,39.9,725.0,1956.0,140803100.0,1443.0,25,01011
ZCTA5 01012,70114.0,37778.0,531.0,43.2,963.0,1958.0,58408000.0,1382.0,25,01012
ZCTA5 01013,39868.0,21738.0,23026.0,35.0,750.0,1946.0,,1406.0,25,01013
ZCTA5 01020,58780.0,30076.0,30148.0,44.2,782.0,1957.0,1612394400.0,1393.0,25,01020
ZCTA5 01022,43349.0,25748.0,2604.0,37.6,1211.0,1958.0,,1086.0,25,01022
ZCTA5 01026,51442.0,30925.0,958.0,49.5,681.0,1957.0,,1552.0,25,01026
ZCTA5 01027,63699.0,34386.0,17870.0,44.9,827.0,1962.0,,1657.0,25,01027
ZCTA5 01028,85221.0,38320.0,16156.0,45.9,773.0,1964.0,,1770.0,25,01028
ZCTA5 01029,50750.0,31970.0,728.0,47.3,550.0,1961.0,,1016.0,25,01029
ZCTA5 01030,71716.0,33551.0,11211.0,45.1,705.0,1972.0,,1601.0,25,01030
ZCTA5 01031,41875.0,27940.0,1151.0,38.6,667.0,1939.0,61727000.0,1365.0,25,01031
ZCTA5 01032,78011.0,37424.0,551.0,49.8,1188.0,1960.0,,1835.0,25,01032
ZCTA5 01033,89965.0,40222.0,6300.0,45.8,714.0,1965.0,532604100.0,1708.0,25,01033
ZCTA5 01034,87045.0,36015.0,2313.0,46.9,913.0,1976.0,,1542.0,25,01034
ZCTA5 01035,58953.0,41575.0,5301.0,47.4,1022.0,1969.0,,1889.0,25,01035
ZCTA5 01036,81304.0,39634.0,5193.0,49.4,769.0,1968.0,525910700.0,1846.0,25,01036
ZCTA5 01037,92750.0,31356.0,772.0,46.1,-666666666.0,1986.0,,1470.0,25,01037
ZCTA5 01038,67096.0,39453.0,2897.0,51.4,959.0,1961.0,313352300.0,1639.0,25,01038
ZCTA5 01039,80000.0,49565.0,1129.0,54.6,873.0,1963.0,106004000.0,1685.0,25,01039
ZCTA5 01040,37954.0,22625.0,40362.0,35.2,686.0,1943.0,,1396.0,25,01040
ZCTA5 01050,68869.0,31233.0,2334.0,43.7,780.0,1962.0,163213300.0,1491.0,25,01050
ZCTA5 01053,62222.0,31413.0,1658.0,53.2,1413.0,1973.0,,1558.0,25,01053
ZCTA5 01054,87174.0,46486.0,1997.0,50.9,942.0,1974.0,257530800.0,2068.0,25,01054
ZCTA5 01056,67715.0,33247.0,21331.0,44.4,757.0,1965.0,,1677.0,25,01056
ZCTA5 01057,78986.0,35989.0,8801.0,46.3,660.0,1975.0,690695700.0,1542.0,25,01057
ZCTA5 01060,57485.0,36152.0,15729.0,34.3,1014.0,1939.0,,1790.0,25,01060
ZCTA5 01062,73438.0,38373.0,10587.0,45.2,844.0,1960.0,1119894400.0,2002.0,25,01062
ZCTA5 01063,-666666666.0,3532.0,574.0,20.5,-666666666.0,-666666666.0,-666666666.0,-666666666.0,25,01063
ZCTA5 01068,85938.0,35289.0,1849.0,46.7,956.0,1981.0,,1812.0,25,01068
ZCTA5 01069,59211.0,32833.0,8919.0,47.1,633.0,1963.0,,1638.0,25,01069
ZCTA5 01070,57000.0,30342.0,637.0,50.2,800.0,1972.0,66947000.0,1549.0,25,01070
ZCTA5 01071,67132.0,32683.0,1206.0,47.9,715.0,1965.0,,1598.0,25,01071
ZCTA5 01072,72000.0,36574.0,1490.0,45.6,1182.0,1979.0,,1845.0,25,01072
ZCTA5 01073,89423.0,44641.0,6090.0,46.4,845.0,1975.0,721260500.0,1976.0,25,01073
ZCTA5 01074,61603.0,18494.0,477.0,33.7,767.0,1939.0,-666666666.0,-666666666.0,25,01074
ZCTA5 01075,66681.0,32046.0,17755.0,40.3,870.0,1959.0,1197119500.0,1579.0,25,01075
ZCTA5 01077,76737.0,38002.0,9711.0,46.6,861.0,1979.0,,1884.0,25,01077
ZCTA5 01079,27105.0,31721.0,480.0,46.3,1072.0,1939.0,22458600.0,1286.0,25,01079
ZCTA5 01080,49844.0,23355.0,2532.0,32.7,740.0,1944.0,90329000.0,1502.0,25,01080
ZCTA5 01081,50465.0,26913.0,1827.0,43.7,702.0,1972.0,,1513.0,25,01081
ZCTA5 01082,51768.0,27830.0,10637.0,41.8,689.0,1965.0,,1515.0,25,01082
ZCTA5 01083,65547.0,24012.0,3182.0,36.9,639.0,1973.0,160475000.0,1532.0,25,01083
ZCTA5 01084,90625.0,43879.0,183.0,53.6,-666666666.0,1939.0,,1859.0,25,01084
ZCTA5 01085,62423.0,29630.0,41652.0,39.1,827.0,1964.0,2477052400.0,1604.0,25,01085
ZCTA5 01086,-666666666.0,2892.0,683.0,19.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,25,01086
ZCTA5 01088,51406.0,32106.0,399.0,53.3,950.0,1958.0,31092000.0,1839.0,25,01088
ZCTA5 01089,51735.0,29344.0,28671.0,39.2,768.0,1956.0,1864014100.0,1638.0,25,01089
ZCTA5 01092,75799.0,33033.0,1133.0,47.0,368.0,1939.0,,1388.0,25,01092
ZCTA5 01093,103750.0,54538.0,348.0,52.6,-666666666.0,1971.0,45757000.0,2028.0,25,01093
ZCTA5 01094,21250.0,32228.0,327.0,54.6,-666666666.0,1965.0,,1433.0,25,01094
ZCTA5 01095,104128.0,45406.0,14659.0,47.2,634.0,1964.0,1452752100.0,2045.0,25,01095
ZCTA5 01096,77083.0,36844.0,2607.0,44.3,861.0,1966.0,265374700.0,1530.0,25,01096
ZCTA5 01097,-666666666.0,9161.0,54.0,17.1,-666666666.0,1992.0,,-666666666.0,25,01097
ZCTA5 01098,76563.0,43006.0,1186.0,50.4,626.0,1969.0,139302200.0,1603.0,25,01098
ZCTA5 01103,16720.0,21340.0,2409.0,33.6,800.0,1939.0,,1432.0,25,01103
ZCTA5 01104,30053.0,19687.0,23635.0,36.0,646.0,1946.0,,1344.0,25,01104
ZCTA5 01105,17569.0,15259.0,11601.0,32.3,623.0,1939.0,,1577.0,25,01105
ZCTA5 01106,111231.0,55504.0,16048.0,46.2,1310.0,1956.0,1850473200.0,2218.0,25,01106
ZCTA5 01107,26772.0,15178.0,11304.0,28.8,535.0,1944.0,,1361.0,25,01107
ZCTA5 01108,38499.0,18875.0,28925.0,31.7,751.0,1939.0,,1427.0,25,01108
ZCTA5 01109,35191.0,15703.0,30125.0,27.9,761.0,1945.0,613480400.0,1257.0,25,01109
ZCTA5 01118,61112.0,29498.0,14774.0,36.8,802.0,1956.0,898431000.0,1380.0,25,01118
ZCTA5 01119,47439.0,22681.0,13236.0,34.7,690.0,1959.0,534559100.0,1344.0,25,01119
ZCTA5 01128,65977.0,35083.0,2798.0,48.3,1341.0,1971.0,,1468.0,25,01128
ZCTA5 01129,63895.0,30597.0,6750.0,42.9,814.0,1971.0,389757300.0,1439.0,25,01129
ZCTA5 01151,40360.0,18717.0,8884.0,32.7,729.0,1947.0,,1314.0,25,01151
ZCTA5 01199,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,25,01199
ZCTA5 01201,47614.0,30286.0,44775.0,44.0,689.0,1948.0,2760746300.0,1363.0,25,01201
ZCTA5 01220,49777.0,28827.0,8211.0,45.8,576.0,1939.0,443262300.0,1269.0,25,01220
ZCTA5 01222,74583.0,39128.0,818.0,49.2,1118.0,1965.0,83135000.0,1378.0,25,01222
ZCTA5 01223,77857.0,39393.0,2351.0,51.8,1270.0,1977.0,250219000.0,1378.0,25,01223
ZCTA5 01224,38446.0,22355.0,209.0,49.8,537.0,1942.0,11024000.0,1184.0,25,01224
ZCTA5 01225,61512.0,33984.0,3169.0,48.2,816.0,1969.0,232491900.0,1354.0,25,01225
ZCTA5 01226,61063.0,34994.0,6839.0,48.9,707.0,1948.0,,1566.0,25,01226
ZCTA5 01229,29000.0,18577.0,86.0,67.4,-666666666.0,1939.0,10410000.0,-666666666.0,25,01229
ZCTA5 01230,65214.0,37450.0,8359.0,49.9,796.0,1950.0,,1691.0,25,01230
ZCTA5 01235,63000.0,35609.0,2671.0,49.6,600.0,1972.0,227769200.0,1497.0,25,01235
ZCTA5 01236,57014.0,32948.0,1197.0,42.2,1097.0,1939.0,126421600.0,1813.0,25,01236
ZCTA5 01237,84615.0,33634.0,2662.0,46.9,786.0,1978.0,206680600.0,1640.0,25,01237
ZCTA5 01238,67708.0,33536.0,5917.0,46.5,702.0,1961.0,587083800.0,1668.0,25,01238
ZCTA5 01240,68948.0,53659.0,4493.0,57.2,772.0,1969.0,,1966.0,25,01240
ZCTA5 01242,81172.0,29336.0,475.0,33.8,-666666666.0,1975.0,,1305.0,25,01242
ZCTA5 01243,71979.0,51112.0,333.0,57.3,-666666666.0,1982.0,,1436.0,25,01243
ZCTA5 01244,55556.0,41983.0,108.0,60.8,-666666666.0,1956.0,20475000.0,1903.0,25,01244
ZCTA5 01245,69821.0,49853.0,803.0,55.8,975.0,1974.0,,1892.0,25,01245
ZCTA5 01247,40928.0,24982.0,15703.0,43.6,605.0,1942.0,,1178.0,25,01247
ZCTA5 01253,74554.0,45803.0,742.0,59.8,575.0,1979.0,,1320.0,25,01253
ZCTA5 01254,92083.0,67240.0,977.0,58.3,1199.0,1969.0,292312900.0,1832.0,25,01254
ZCTA5 01255,68636.0,36882.0,859.0,50.2,538.0,1975.0,120960100.0,1563.0,25,01255
ZCTA5 01256,55375.0,29340.0,764.0,47.3,663.0,1975.0,60311200.0,1424.0,25,01256
ZCTA5 01257,59500.0,46014.0,2138.0,53.1,824.0,1962.0,266043300.0,1877.0,25,01257
ZCTA5 01258,57917.0,46676.0,357.0,61.7,-666666666.0,1950.0,73479000.0,1555.0,25,01258
ZCTA5 01259,62727.0,58770.0,506.0,60.6,825.0,1975.0,,1842.0,25,01259
ZCTA5 01260,112756.0,28091.0,447.0,32.9,-666666666.0,1939.0,,-666666666.0,25,01260
ZCTA5 01262,36042.0,38369.0,1110.0,56.9,693.0,1951.0,,1679.0,25,01262
ZCTA5 01264,80000.0,49908.0,205.0,58.4,775.0,1939.0,,-666666666.0,25,01264
ZCTA5 01266,74107.0,45261.0,1360.0,55.5,1438.0,1965.0,241519800.0,1715.0,25,01266
ZCTA5 01267,78068.0,33267.0,7853.0,31.9,787.0,1955.0,651800600.0,1668.0,25,01267
ZCTA5 01270,80000.0,45778.0,813.0,50.1,-666666666.0,1980.0,103763200.0,1707.0,25,01270
ZCTA5 01301,48477.0,30169.0,17715.0,44.1,746.0,1948.0,,1436.0,25,01301
ZCTA5 01330,74167.0,41585.0,1468.0,49.3,687.0,1955.0,162544400.0,1601.0,25,01330
ZCTA5 01331,53733.0,27402.0,13281.0,44.7,704.0,1948.0,,1359.0,25,01331
ZCTA5 01337,66085.0,34785.0,2626.0,50.0,878.0,1971.0,210221800.0,1768.0,25,01337
ZCTA5 01338,57750.0,24208.0,170.0,59.6,-666666666.0,1958.0,16385000.0,1031.0,25,01338
ZCTA5 01339,55313.0,29754.0,1472.0,50.5,662.0,1965.0,,1584.0,25,01339
ZCTA5 01340,53125.0,29428.0,1642.0,53.7,773.0,1972.0,,1261.0,25,01340
ZCTA5 01341,101023.0,51004.0,1743.0,50.9,1070.0,1974.0,221795500.0,2017.0,25,01341
ZCTA5 01342,106146.0,41962.0,1759.0,43.9,2049.0,1973.0,,1698.0,25,01342
ZCTA5 01343,85781.0,38683.0,46.0,59.5,-666666666.0,1972.0,6640000.0,-666666666.0,25,01343
ZCTA5 01344,70109.0,28889.0,1518.0,41.9,625.0,1959.0,,1389.0,25,01344
ZCTA5 01346,60208.0,34662.0,464.0,49.1,-666666666.0,1974.0,,1431.0,25,01346
ZCTA5 01347,52647.0,27629.0,126.0,46.0,-666666666.0,1939.0,,1281.0,25,01347
ZCTA5 01349,61630.0,26995.0,1231.0,37.7,825.0,1939.0,,1306.0,25,01349
ZCTA5 01350,31458.0,27507.0,86.0,54.7,738.0,1955.0,,1156.0,25,01350
ZCTA5 01351,82548.0,40829.0,2209.0,46.9,809.0,1977.0,185915500.0,1810.0,25,01351
ZCTA5 01354,69226.0,38346.0,1604.0,47.6,721.0,1975.0,,1473.0,25,01354
ZCTA5 01355,70313.0,36789.0,917.0,50.8,812.0,1975.0,97722000.0,1506.0,25,01355
ZCTA5 01360,69028.0,33657.0,3012.0,46.0,724.0,1955.0,253313600.0,1514.0,25,01360
ZCTA5 01364,43413.0,23103.0,7819.0,45.4,643.0,1958.0,378082800.0,1446.0,25,01364
ZCTA5 01366,65529.0,35783.0,1218.0,51.0,689.0,1950.0,,1665.0,25,01366
ZCTA5 01367,55469.0,28197.0,605.0,44.4,825.0,1966.0,52587500.0,1179.0,25,01367
ZCTA5 01368,72813.0,32809.0,1316.0,51.1,857.0,1977.0,108762400.0,1523.0,25,01368
ZCTA5 01370,54036.0,37400.0,4032.0,51.3,723.0,1939.0,385212800.0,1490.0,25,01370
ZCTA5 01373,74022.0,38682.0,4160.0,49.5,784.0,1972.0,479290300.0,1837.0,25,01373
ZCTA5 01375,54886.0,36664.0,3662.0,31.3,1207.0,1975.0,,1831.0,25,01375
ZCTA5 01376,43750.0,25887.0,5096.0,44.1,704.0,1942.0,222045100.0,1499.0,25,01376
ZCTA5 01378,57885.0,30777.0,744.0,55.7,921.0,1961.0,72680400.0,1444.0,25,01378
